#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
25,Thu Feb 24 12:32:27 EST 2022,14,0,A3GeneralStyleSuite,A3ExpectedInterfaces A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartitionReduce ClientTokenCountPartition3Reduce DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumResult DistributedTokenCountResult ,ClientSumPartialReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit ,4,3,true,A3AccessModifiersMatched A3InterfaceAsType A3MnemonicNames A3NamedConstants A3NoCheckstyleWarnings A3PublicMethodsOverride , ,A3AccessModifiersMatched A3MnemonicNames A3NoCheckstyleWarnings A3PublicMethodsOverride ,A3AccessModifiersMatched-(0.0/5.0) A3InterfaceAsType-(9.7/10.0) A3MnemonicNames-(15.0/15.0) A3NamedConstants-(1.0/1.0) A3NoCheckstyleWarnings-(0.0/20.0) A3PublicMethodsOverride-(10.0/10.0) , ,
26,Thu Feb 24 12:32:30 EST 2022,14,0,A3GeneralStyleSuite,A3ExpectedInterfaces A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartitionReduce ClientTokenCountPartition3Reduce DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumResult DistributedTokenCountResult ,ClientSumPartialReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit ,4,4,true,A3AccessModifiersMatched A3InterfaceAsType A3MnemonicNames A3NamedConstants A3NoCheckstyleWarnings A3PublicMethodsOverride , ,A3AccessModifiersMatched A3MnemonicNames A3NoCheckstyleWarnings A3PublicMethodsOverride ,A3AccessModifiersMatched-(0.0/5.0) A3InterfaceAsType-(9.7/10.0) A3MnemonicNames-(15.0/15.0) A3NamedConstants-(1.0/1.0) A3NoCheckstyleWarnings-(0.0/20.0) A3PublicMethodsOverride-(10.0/10.0) , ,
27,Thu Feb 24 12:32:31 EST 2022,14,0,BasicDistributedFacebookMapReduce,A3ExpectedInterfaces A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartitionReduce ClientTokenCountPartition3Reduce DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumResult DistributedTokenCountResult ,ClientSumPartialReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit ,4,5,true,ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult ,A3ConfigurationProvided ,ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult ,ClientFacebookMapReducePartialReduce-(0.0/10.0) ClientFacebookMapReduceQuit-(0.0/10.0) DistributedFacebookMapReducePartialReduce-(0.0/10.0) DistributedFacebookMapReduceQuit-(0.0/10.0) DistributedFacebookMapReduceResult-(0.0/10.0) , ,
28,Thu Feb 24 12:32:33 EST 2022,14,0,BasicDistributedFacebookMapReduce,A3ExpectedInterfaces A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartitionReduce ClientTokenCountPartition3Reduce DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumResult DistributedTokenCountResult ,ClientSumPartialReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit ,4,6,true,ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult ,ClientFacebookMapReducePartialReduce-(0.0/10.0) ClientFacebookMapReduceQuit-(0.0/10.0) DistributedFacebookMapReducePartialReduce-(0.0/10.0) DistributedFacebookMapReduceQuit-(0.0/10.0) DistributedFacebookMapReduceResult-(0.0/10.0) , ,
29,Thu Feb 24 12:34:12 EST 2022,14,0,BasicDistributedCounts,A3ExpectedInterfaces A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartitionReduce ClientTokenCountPartialReduce+ ClientTokenCountPartition3Reduce ClientTokenCountQuit+ DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumResult DistributedTokenCountPartialReduce+ DistributedTokenCountQuit+ DistributedTokenCountResult ,ClientSumPartialReduce ClientSumQuit DistributedSumPartialReduce DistributedSumQuit ,5,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(0.0/15.0) ClientTokenCountQuit-(0.0/15.0) DistributedTokenCountPartialReduce-(0.0/15.0) DistributedTokenCountQuit-(0.0/15.0) DistributedTokenCountResult-(0.0/15.0) , ,
30,Thu Feb 24 12:49:06 EST 2022,14,0,DistributedPartitionedReduce,A3ExpectedInterfaces A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartitionReduce ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,ClientSumPartialReduce ClientSumQuit DistributedSumPartialReduce DistributedSumQuit ,6,0,true,ClientSumPartitionReduce ClientTokenCountPartition3Reduce ,A3ConfigurationProvided DistributedSumResult DistributedTokenCountResult , ,ClientSumPartitionReduce-(0.0/10.0) ClientTokenCountPartition3Reduce-(0.0/30.0) , ,
31,Thu Feb 24 13:10:47 EST 2022,14,0,BasicDistributedCounts,A3ExpectedInterfaces A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartitionReduce ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,ClientSumPartialReduce ClientSumQuit DistributedSumPartialReduce DistributedSumQuit ,7,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(0.0/15.0) ClientTokenCountQuit-(0.0/15.0) DistributedTokenCountPartialReduce-(0.0/15.0) DistributedTokenCountQuit-(0.0/15.0) DistributedTokenCountResult-(0.0/15.0) , ,
32,Thu Feb 24 13:14:02 EST 2022,14,0,BasicDistributedCounts,A3ExpectedInterfaces A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartitionReduce ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,ClientSumPartialReduce ClientSumQuit DistributedSumPartialReduce DistributedSumQuit ,8,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(0.0/15.0) ClientTokenCountQuit-(0.0/15.0) DistributedTokenCountPartialReduce-(0.0/15.0) DistributedTokenCountQuit-(0.0/15.0) DistributedTokenCountResult-(0.0/15.0) , ,
33,Thu Feb 24 13:19:58 EST 2022,14,0,BasicDistributedCounts,A3ExpectedInterfaces A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartitionReduce ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,ClientSumPartialReduce ClientSumQuit DistributedSumPartialReduce DistributedSumQuit ,9,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(0.0/15.0) ClientTokenCountQuit-(0.0/15.0) DistributedTokenCountPartialReduce-(0.0/15.0) DistributedTokenCountQuit-(0.0/15.0) DistributedTokenCountResult-(0.0/15.0) , ,
34,Thu Feb 24 19:08:59 EST 2022,14,0,BasicDistributedCounts,A3ExpectedInterfaces A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartitionReduce ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,ClientSumPartialReduce ClientSumQuit DistributedSumPartialReduce DistributedSumQuit ,10,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(0.0/15.0) ClientTokenCountQuit-(0.0/15.0) DistributedTokenCountPartialReduce-(0.0/15.0) DistributedTokenCountQuit-(0.0/15.0) DistributedTokenCountResult-(0.0/15.0) , ,
